,reward_ll_sum_epoch,average_ll_performance_pose,average_dones,_step,average_ll_performance_joint_target_smoothing,average_ll_performance_com,_runtime,average_ll_performance,average_ll_performance_joint_action_penalty_norm,average_ll_performance_joint_vel_smoothing,average_ll_performance_ee,average_ll_performance_vel,Iteration,_timestamp,PPO/learning_rate,PPO/surrogate,PPO/mean_noise_std,global_step,PPO/value_function
28,459.48972838867456,0.37741802329745144,0.00232,5283,0.0,0.6382217504992406,21674,0.9189794567773492,-0.157157069345247,0.0,0.06049675238846427,0.0,4803.0,1655341891.0,,,,,
29,458.38900074936447,0.371775943121165,0.00232,5438,0.0,0.6436086638088192,22308,0.916778001498729,-0.15948606200683862,0.0,0.060879456491153075,0.0,4944.0,1655342525.0,,,,,
30,462.5874570124038,0.37633166285902264,0.00276,5636,0.0,0.6438593631099297,23130,0.9251749140248076,-0.15712099960191175,0.0,0.062104887817933094,0.0,5124.0,1655343347.0,,,,,
31,468.8393325793743,0.3856645849118568,0.00218,6235,0.0,0.6445445370913809,25609,0.9376786651587486,-0.15799896533008664,0.0,0.06546850868112811,0.0,5669.0,1655345826.0,,,,,
32,439.22217585241424,0.35762272065911443,0.00224,6528,0.0,0.6282656210587482,26826,0.8784443517048285,-0.16189799391329288,0.0,0.05445400402009368,0.0,5935.0,1655347043.0,,,,,
33,452.85955078726636,0.3664530043630116,0.00214,6597,0.0,0.6422370601429045,27100,0.9057191015745327,-0.1653540608997829,0.0,0.062383097943822165,0.0,5998.0,1655347317.0,,,,,
34,464.8771957913786,0.38431806538648905,0.00142,6629,0.0,0.64011560965918,27249,0.9297543915827572,-0.15670190398065373,0.0,0.06202262037865191,0.0,6027.0,1655347466.0,,,,,
35,456.66179856091736,0.37149666536971926,0.00138,6670,0.0,0.6439043404350419,27410,0.9133235971218348,-0.16381482835270464,0.0,0.061737419576686416,0.0,6064.0,1655347627.0,,,,,
36,451.24521835193036,0.36252574409035965,0.00182,6723,0.0,0.6429216047393158,27639,0.9024904367038608,-0.16484429869800807,0.0,0.06188738646976894,0.0,6112.0,1655347856.0,,,,,
37,456.6380915148556,0.37308692137425764,0.00188,7014,0.0,0.6424567695241351,28842,0.9132761830297113,-0.16409721631079913,0.0,0.0618297085853899,0.0,6377.0,1655349059.0,,,,,
38,452.1147609496862,0.3694798881267756,0.00162,7901,0.0,0.6385616659659892,31958,0.9042295218993723,-0.1638326801550761,0.0,0.06002064834838243,0.0,7183.0,1655352175.0,,,,,
39,462.97570640621706,0.3769869231263921,0.00112,7995,0.0,0.6477918021070584,32256,0.9259514128124341,-0.16324669675691053,0.0,0.06441938430909493,0.0,7269.0,1655352473.0,,,,,
40,465.37608185309915,0.38332315464042127,0.00136,8102,0.0,0.6439033619627915,32590,0.9307521637061983,-0.16150434694970958,0.0,0.06502999414820984,0.0,7366.0,1655352807.0,,,,,
41,466.2322401193902,0.38207723487679845,0.00164,8175,0.0,0.6478458877874911,32824,0.9324644802387804,-0.1640512673318386,0.0,0.06659262500694947,0.0,7432.0,1655353041.0,,,,,
42,454.41474134527147,0.3703487116055563,0.0014,8409,0.0,0.6406043907356449,33554,0.908829482690543,-0.16543006844678892,0.0,0.06330644898587989,0.0,7645.0,1655353771.0,,,,,
43,459.95333762634544,0.3728265456550196,0.00124,8535,0.0,0.6464434982836247,33946,0.9199066752526909,-0.16284315050242468,0.0,0.06347978172492683,0.0,7760.0,1655354163.0,,,,,
44,471.84995781851933,0.3910721643469855,0.00106,8572,0.0,0.6480476832084358,34053,0.9436999156370387,-0.1609340761925839,0.0,0.06551414436046231,0.0,7793.0,1655354270.0,,,,,
45,457.9434067250043,0.37245015021280387,0.00178,8698,0.0,0.6440536302829534,34467,0.9158868134500087,-0.16549372969515622,0.0,0.06487676268576471,0.0,7908.0,1655354684.0,,,,,
46,451.0621845604107,0.3630101280600857,0.00174,8747,0.0,0.6440820739217102,34611,0.9021243691208214,-0.16601457578109577,0.0,0.06104674297626218,0.0,7952.0,1655354828.0,,,,,
47,468.19042303818276,0.383931593028456,0.0012,9052,0.0,0.6485101945989579,35569,0.9363808460763655,-0.1619175773440674,0.0,0.06585663617498523,0.0,8230.0,1655355786.0,,,,,
48,468.28442222818734,0.3861137560633011,0.00126,9583,0.0,0.6460693783118203,37670,0.9365688444563747,-0.16427317855523899,0.0,0.06865888871052989,0.0,8712.0,1655357887.0,,,,,
49,462.4138690055907,0.3844074447538983,0.00138,9732,0.0,0.6398059048218653,38293,0.9248277380111813,-0.1641059695686493,0.0,0.06472035853340499,0.0,8848.0,1655358510.0,,,,,
50,488.973643796891,0.4045786382860318,0.00064,10141,0.0,0.6574642491297423,40019,0.9779472875937819,-0.1566900972118601,0.0,0.07259449766491059,0.0,9220.0,1655360236.0,,,,,
51,471.3237757784128,0.38611332344403493,0.00134,10209,0.0,0.6535349899827316,40289,0.9426475515568257,-0.16511334286047147,0.0,0.06811258104187845,0.0,9281.0,1655360506.0,,,,,
52,458.75993990045043,0.37239111760159954,0.00132,10907,0.0,0.6472391108159721,43269,0.9175198798009008,-0.16735158063823358,0.0,0.06524123217176851,0.0,9916.0,1655363486.0,,,,,
53,484.89310891810806,0.40289446104492993,0.00086,11295,0.0,0.6561200308666378,44901,0.9697862178362161,-0.16306029714700765,0.0,0.07383202275143849,0.0,10269.0,1655365118.0,,,,,
54,479.80104784458877,0.3934880909941159,0.00088,11679,0.0,0.6576035703637451,46538,0.9596020956891775,-0.16240824028925038,0.0,0.07091867458070238,0.0,10618.0,1655366755.0,,,,,
55,456.51839881878345,0.3697285937904427,0.00096,12053,0.0,0.647409168921262,48119,0.913036797637567,-0.170388208146058,0.0,0.06628724291301927,0.0,10958.0,1655368336.0,,,,,
56,465.782017038092,0.3792022415232658,0.001,12253,0.0,0.6533186920779943,48970,0.931564034076184,-0.16965360345615074,0.0,0.06869670400513488,0.0,11140.0,1655369187.0,,,,,
57,469.8337071160786,0.3889172011417151,0.001,12363,0.0,0.6473062447121739,49436,0.9396674142321572,-0.1650365919422917,0.0,0.06848056039759036,0.0,11240.0,1655369653.0,,,,,
58,,,,12474,,,49860,,,,,,,1655370077.7357543,9.690334991319105e-05,-0.01098296232521534,0.9915593862533569,11330.0,23.21559715270996
59,471.55352465268226,0.37975968011129646,0.00106,12546,0.0,0.6573840619909763,50218,0.9431070493053645,-0.16450678945465014,0.0,0.07047009666983528,0.0,11406.0,1655370435.0,,,,,
60,467.6702432797104,0.3811460375158861,0.001,12605,0.0,0.6510517575970292,50458,0.9353404865594208,-0.16616348981888965,0.0,0.06930618160313616,0.0,11460.0,1655370675.0,,,,,
61,478.6830143378675,0.3910397229275107,0.00108,12885,0.0,0.6607075411835313,51654,0.957366028675735,-0.16766102389160545,0.0,0.07327978840648357,0.0,11714.0,1655371871.0,,,,,
62,451.4252120449208,0.3741015151446499,0.0011,12939,0.0,0.6406873778989911,51870,0.9028504240898415,-0.17402209927801043,0.0,0.06208363030907786,0.0,11763.0,1655372087.0,,,,,
63,470.4098207741417,0.3856762667732313,0.0009,13086,0.0,0.6519815170156956,52488,0.9408196415482833,-0.16651324926454575,0.0,0.06967510729117506,0.0,11897.0,1655372705.0,,,,,
64,470.90609819782895,0.3839791524039954,0.00102,13304,0.0,0.6513607107326388,53417,0.9418121963956579,-0.16410455853087827,0.0,0.07057689206293981,0.0,12095.0,1655373634.0,,,,,
65,471.7869625126012,0.3829170295197144,0.00096,13550,0.0,0.6556957625383139,54476,0.9435739250252023,-0.1648301752538979,0.0,0.06979130812554653,0.0,12319.0,1655374693.0,,,,,
66,476.71477692800573,0.3897783741544187,0.0009,13658,0.0,0.6557994780394435,54932,0.9534295538560115,-0.16440646342612802,0.0,0.07225816503602847,0.0,12417.0,1655375149.0,,,,,
67,479.04888490159533,0.38725260463056155,0.00108,14950,0.0,0.6585378220814466,60383,0.9580977698031906,-0.16099001411985606,0.0,0.07329735715507116,0.0,13591.0,1655380600.0,,,,,
68,,,,15004,,,60578,,,,,,,1655380795.1499674,9.690334991319105e-05,-0.01136243436485529,0.9918540716171265,13630.0,20.341156005859375
69,501.5446258252114,0.41585559876792133,0.00074,15327,0.0,0.6664665001615881,61994,1.0030892516504228,-0.1586270315623656,0.0,0.07939418449831309,0.0,13934.0,1655382211.0,,,,,
70,472.450328766387,0.384531325691659,0.001,15417,0.0,0.6529902618900127,62384,0.9449006575327739,-0.16316176512770356,0.0,0.07054083506283239,0.0,14016.0,1655382601.0,,,,,
71,477.62403842687604,0.38673364976221697,0.00046,15753,0.0,0.6603575248494744,63802,0.9552480768537521,-0.16432070548173972,0.0,0.07247760781098354,0.0,14321.0,1655384019.0,,,,,
72,480.5795242445357,0.39699796948792415,0.00082,15767,0.0,0.6557707467985525,63860,0.9611590484890714,-0.1648271375784278,0.0,0.07321746993730777,0.0,14334.0,1655384077.0,,,,,
73,490.36698566008357,0.4055847539733443,0.00072,15899,0.0,0.6591963657971099,64415,0.9807339713201672,-0.15884587417812088,0.0,0.07479872621120735,0.0,14454.0,1655384632.0,,,,,
74,491.60591068802404,0.40303269117522983,0.00086,16152,0.0,0.6608510772001743,65482,0.983211821376048,-0.1566320381800644,0.0,0.07596009162601278,0.0,14684.0,1655385699.0,,,,,
75,463.57853250958027,0.3731730098132603,0.00108,16198,0.0,0.6525397294186056,65692,0.9271570650191605,-0.1679948608313501,0.0,0.06943918677936925,0.0,14726.0,1655385909.0,,,,,
76,489.12663929300385,0.39901328735034913,0.00096,16263,0.0,0.6599603702397645,65954,0.9782532785860076,-0.15662890752378852,0.0,0.075908528726055,0.0,14785.0,1655386171.0,,,,,
77,473.60644052773716,0.3837384049446881,0.00102,16288,0.0,0.6542567680680565,66077,0.9472128810554743,-0.16188441049251706,0.0,0.07110211850709126,0.0,14808.0,1655386294.0,,,,,
78,487.70144008381294,0.3948460512273572,0.00092,16315,0.0,0.6611992209339141,66184,0.9754028801676259,-0.1553672806090489,0.0,0.07472488856036257,0.0,14832.0,1655386401.0,,,,,
79,485.0620648880862,0.3957977296372503,0.00076,16350,0.0,0.6556842027202249,66326,0.9701241297761724,-0.1541745373152569,0.0,0.07281673488037187,0.0,14864.0,1655386543.0,,,,,
80,483.4800456480123,0.3947436647753045,0.00086,16465,0.0,0.6570539052407816,66816,0.9669600912960247,-0.157804665456526,0.0,0.07296718668804872,0.0,14969.0,1655387033.0,,,,,
81,491.86110334839674,0.40350146240686996,0.00066,16567,0.0,0.660986385968104,67246,0.9837222066967934,-0.15589916325684636,0.0,0.07513352150341727,0.0,15061.0,1655387463.0,,,,,
82,475.6955500088632,0.38534160271873696,0.00104,16635,0.0,0.6533428895063699,67543,0.9513911000177264,-0.15838432848405093,0.0,0.0710909367524853,0.0,15123.0,1655387760.0,,,,,
83,485.2354994845204,0.39389407205836846,0.00086,16734,0.0,0.663225977858007,67961,0.9704709989690408,-0.1625443893103674,0.0,0.0758953384024689,0.0,15213.0,1655388178.0,,,,,
84,486.0102645030431,0.3953093650255073,0.00094,16897,0.0,0.6612115371930599,68638,0.9720205290060863,-0.15966333176231012,0.0,0.07516295889284001,0.0,15361.0,1655388855.0,,,,,
85,485.77020099304616,0.3956566419034032,0.00078,16909,0.0,0.6587060659937933,68687,0.9715404019860924,-0.15753151350971312,0.0,0.07470920766509243,0.0,15372.0,1655388904.0,,,,,
86,483.2929178190604,0.3942079059825931,0.00108,17351,0.0,0.6605537479410242,70561,0.9665858356381207,-0.16292779659211637,0.0,0.07475197857659577,0.0,15774.0,1655390778.0,,,,,
87,488.61775778284294,0.39717612981357614,0.00106,17447,0.0,0.6602543453007936,70970,0.9772355155656859,-0.15703187811950223,0.0,0.07683691837087452,0.0,15861.0,1655391187.0,,,,,
88,485.37120868834666,0.3940229533861764,0.00074,18274,0.0,0.660763951561153,74490,0.9707424173766933,-0.15962210252998396,0.0,0.07557761520538199,0.0,16613.0,1655394707.0,,,,,
89,486.7966543128714,0.3980235949065629,0.00088,18470,0.0,0.6586636299056141,75302,0.9735933086257428,-0.15711173322705552,0.0,0.07401781714247532,0.0,16791.0,1655395519.0,,,,,
90,481.99313717970625,0.3931315798780881,0.00106,19066,0.0,0.6580392323935031,77839,0.9639862743594125,-0.15991452654751018,0.0,0.07272998857179534,0.0,17333.0,1655398056.0,,,,,
91,495.67886109277606,0.41187512935139237,0.00064,19094,0.0,0.6617806952119618,77954,0.9913577221855521,-0.15946155186729505,0.0,0.07716344985550407,0.0,17359.0,1655398171.0,,,,,
92,481.0058103267662,0.3917214821377024,0.00076,19300,0.0,0.6554101385375858,78829,0.9620116206535324,-0.15895067940741778,0.0,0.0738306794437902,0.0,17546.0,1655399046.0,,,,,
93,,,,19448,,,79403,,,,,,,1655399620.8998787,0.00020093878265470266,-0.013827439397573471,0.990692138671875,17670.0,26.263599395751953
94,491.96990148633716,0.4016457690527197,0.00076,19494,0.0,0.6615353602920473,79606,0.9839398029726744,-0.15759362867705523,0.0,0.07835230235761785,0.0,17722.0,1655399823.0,,,,,
95,477.33678661227225,0.38670759241821245,0.00088,19496,0.0,0.657576899510622,79613,0.9546735732245445,-0.16295825613833964,0.0,0.07334733714732337,0.0,17724.0,1655399830.0,,,,,
96,490.0301592442021,0.40288531678481027,0.00062,19728,0.0,0.6588838406193629,80576,0.9800603184884041,-0.1578332242101431,0.0,0.07612438534308875,0.0,17935.0,1655400793.0,,,,,
97,492.3695412300713,0.40303609187155964,0.0009,19788,0.0,0.6644425250405073,80817,0.9847390824601426,-0.1610392462161556,0.0,0.07829971174749573,0.0,17990.0,1655401034.0,,,,,
98,485.0794411980733,0.39732875912858173,0.0008,19904,0.0,0.6562507847677171,81304,0.9701588823961467,-0.15714898350099102,0.0,0.07372832221282752,0.0,18095.0,1655401521.0,,,,,
99,471.71945884700864,0.3816056998705864,0.00076,20348,0.0,0.6562746522279457,83179,0.9434389176940173,-0.16609042845571415,0.0,0.07164899413666635,0.0,18499.0,1655403396.0,,,,,
100,498.18254542075096,0.4110396921570972,0.00064,20940,0.0,0.6609894309574366,85691,0.9963650908415019,-0.15396279303278773,0.0,0.0782987607880205,0.0,19037.0,1655405908.0,,,,,
101,500.2493829135876,0.41435132130665703,0.00052,21303,0.0,0.6619094881808758,87216,1.0004987658271753,-0.15275264552714304,0.0,0.07699060199729064,0.0,19367.0,1655407433.0,,,,,
102,485.6786910872161,0.3970766881121695,0.00058,21750,0.0,0.6584411922791041,89098,0.9713573821744322,-0.15946840018466116,0.0,0.0753079021799856,0.0,19773.0,1655409315.0,,,,,
103,488.6215613352321,0.40020910325698555,0.00082,21772,0.0,0.658770743926242,89189,0.9772431226704642,-0.15704246062662452,0.0,0.07530573614309057,0.0,19793.0,1655409406.0,,,,,
104,501.6173340119049,0.41529033579664304,0.00038,21830,0.0,0.6641377634404599,89445,1.0032346680238098,-0.15512861438238992,0.0,0.07893518310167374,0.0,19846.0,1655409662.0,,,,,
105,494.1088058582507,0.40440204448329287,0.0005,22161,0.0,0.6634924382303655,90849,0.9882176117165015,-0.1578054741067812,0.0,0.07812860311252788,0.0,20147.0,1655411066.0,,,,,
106,486.1363376345299,0.3936294293664396,0.00064,22163,0.0,0.6628580443968252,90858,0.9722726752690598,-0.16034401277558877,0.0,0.07612921440440149,0.0,20149.0,1655411075.0,,,,,
107,493.2890185570717,0.40648388042725625,0.00054,22235,0.0,0.6613222768166661,91167,0.9865780371141434,-0.16013351053306832,0.0,0.07890539065024203,0.0,20214.0,1655411384.0,,,,,
108,503.86157106827943,0.4173613572938554,0.00066,22751,0.0,0.6661230918723344,93337,1.007723142136559,-0.1565572800867632,0.0,0.08079597293971688,0.0,20683.0,1655413554.0,,,,,
109,490.5432592409104,0.4066134541549161,0.00048,22871,0.0,0.6588926672568731,93842,0.9810865184818208,-0.160485835485328,0.0,0.0760662326075076,0.0,20792.0,1655414059.0,,,,,
110,502.68447365788745,0.4131093920969963,0.00044,23488,0.0,0.6657976448874176,96459,1.0053689473157748,-0.15364816840928047,0.0,0.08011007872177102,0.0,21353.0,1655416676.0,,,,,
111,496.5716016548127,0.40455219440847634,0.00058,23489,0.0,0.6631265438017249,96463,0.9931432033096254,-0.15281867241175845,0.0,0.07828313776221153,0.0,21354.0,1655416680.0,,,,,
112,489.37430117245765,0.40056162891052666,0.00052,23536,0.0,0.6624349040329456,96655,0.9787486023449152,-0.16049864383025095,0.0,0.07625071339652648,0.0,21397.0,1655416872.0,,,,,
113,,,,23870,,,98023,,,,,,,1655418240.964797,0.00020093878265470266,-0.012539657764136791,0.9902679324150085,21690.0,25.4239559173584
114,482.795986259561,0.3856671014666744,0.00076,24194,0.0,0.6646305749995634,99435,0.9655919725191221,-0.16163062505846842,0.0,0.07692492128048294,0.0,21995.0,1655419652.0,,,,,
115,498.567519029472,0.40745764305016025,0.00066,24622,0.0,0.6646989867988229,101249,0.9971350380589441,-0.15342788535304366,0.0,0.07840629348575566,0.0,22384.0,1655421466.0,,,,,
116,496.99620654460045,0.40813939105514435,0.00052,24754,0.0,0.661733063556198,101824,0.9939924130892008,-0.15532233346799387,0.0,0.07944229223849501,0.0,22504.0,1655422041.0,,,,,
117,505.1124422227964,0.4162262516766414,0.00052,25391,0.0,0.6677008185162675,104505,1.0102248844455928,-0.15498536408970132,0.0,0.08128317853747993,0.0,23083.0,1655424722.0,,,,,
118,491.3852996872738,0.40250768496148287,0.00044,25497,0.0,0.6643964706763625,104956,0.9827705993745476,-0.16196573541395365,0.0,0.07783217916680131,0.0,23180.0,1655425173.0,,,,,
119,486.1191615356691,0.4005721835306846,0.00058,25541,0.0,0.6606560256025195,105153,0.9722383230713383,-0.16279141699550673,0.0,0.07380153114895788,0.0,23220.0,1655425370.0,,,,,
120,488.82261890206485,0.40254772847568615,0.00042,25615,0.0,0.6597427821351588,105450,0.9776452378041297,-0.15820492825845256,0.0,0.07355965592391053,0.0,23287.0,1655425667.0,,,,,
121,505.49161781452597,0.41195522084925323,0.00052,25709,0.0,0.6702005447341501,105846,1.010983235629052,-0.15406980948502197,0.0,0.08289727990293747,0.0,23372.0,1655426063.0,,,,,
122,499.12709704389795,0.4093552696656808,0.00064,26088,0.0,0.666769296888113,107460,0.9982541940877959,-0.15775940809881314,0.0,0.07988903583890851,0.0,23717.0,1655427677.0,,,,,
123,509.6370255867392,0.42012476457804443,0.0003,26714,0.0,0.6693606416851282,110099,1.0192740511734784,-0.15372881581656636,0.0,0.08351746071962507,0.0,24286.0,1655430316.0,,,,,
124,489.47934273269027,0.3960032908821106,0.00054,26863,0.0,0.6658658859956265,110743,0.9789586854653806,-0.16069790859131142,0.0,0.07778741716317902,0.0,24421.0,1655430960.0,,,,,
125,505.5664207027014,0.4192915574157238,0.00036,27200,0.0,0.6656594636374712,112176,1.0111328414054028,-0.1551441283635609,0.0,0.08132594896537002,0.0,24728.0,1655432393.0,,,,,
126,499.6378187662363,0.41273700952997433,0.0006,27579,0.0,0.6624736671680213,113774,0.9992756375324726,-0.1542825824229978,0.0,0.07834754322608829,0.0,25072.0,1655433991.0,,,,,
127,495.8216187636927,0.403112208764255,0.0006,28203,0.0,0.6645195584356784,116433,0.9916432375273854,-0.1554317190400511,0.0,0.07944318936833335,0.0,25640.0,1655436650.0,,,,,
128,489.1857353056967,0.40072126262559554,0.00034,28282,0.0,0.6599779876756668,116772,0.9783714706113934,-0.15863878599366174,0.0,0.07631100662526491,0.0,25711.0,1655436989.0,,,,,
129,494.30555727835747,0.397720341285672,0.00058,28577,0.0,0.6678837746375799,118012,0.9886111145567149,-0.15663528829362244,0.0,0.07964228681573932,0.0,25980.0,1655438229.0,,,,,
130,500.66518107619135,0.41025126827120784,0.00052,28768,0.0,0.6657583864597976,118825,1.0013303621523828,-0.15639608425352722,0.0,0.08171679162138819,0.0,26153.0,1655439042.0,,,,,
131,,,,29172,,,120500,,,,,,,1655440717.86819,0.00034722223062999547,-0.01279539242386818,0.9908199310302734,26510.0,24.151424407958984
132,506.1855635148659,0.4178358396307379,0.00046,29611,0.0,0.6689983824232221,122418,1.012371127029732,-0.1570428740142938,0.0,0.08257977919069892,0.0,26920.0,1655442635.0,,,,,
133,499.07954862535,0.4083341813416593,0.00044,29857,0.0,0.6679968377101422,123455,0.9981590972507,-0.1600840709207207,0.0,0.08191214941354269,0.0,27143.0,1655443672.0,,,,,
134,482.96726941987873,0.3906693707028404,0.00052,30024,0.0,0.6629198276215792,124148,0.9659345388397574,-0.16255496845677495,0.0,0.07490030889215028,0.0,27295.0,1655444365.0,,,,,
135,513.0974959618599,0.4252458877397887,0.00032,30053,0.0,0.6709858101612329,124285,1.0261949919237197,-0.15408411878358572,0.0,0.0840474132137655,0.0,27321.0,1655444502.0,,,,,
136,495.4626169061661,0.40303901726439595,0.00056,30119,0.0,0.668786527172327,124554,0.9909252338123321,-0.16174947089515626,0.0,0.0808491605032634,0.0,27381.0,1655444771.0,,,,,
137,515.9523160617798,0.42508240304103123,0.00034,30200,0.0,0.6715596372614056,124907,1.0319046321235597,-0.14981286322296597,0.0,0.08507545470433638,0.0,27455.0,1655445124.0,,,,,
138,497.9056646971032,0.4064577574883215,0.00056,30208,0.0,0.6672091473597288,124938,0.9958113293942064,-0.15790309900071473,0.0,0.08004752370658108,0.0,27462.0,1655445155.0,,,,,
139,510.6861301909387,0.4228125061605684,0.00038,30894,0.0,0.6702020804134756,127848,1.0213722603818773,-0.15613913759376855,0.0,0.08449681122357901,0.0,28086.0,1655448065.0,,,,,
140,505.1443143428862,0.4173481232292764,0.00034,31018,0.0,0.6673971920219064,128371,1.0102886286857724,-0.15652572670804338,0.0,0.08206904005385,0.0,28199.0,1655448588.0,,,,,
141,489.21338058907537,0.3936600028624386,0.0005,31027,0.0,0.6669055880650878,128428,0.9784267611781508,-0.16060624934178777,0.0,0.07846741974370348,0.0,28207.0,1655448645.0,,,,,
142,,,,31416,,,130017,,,,,,,1655450234.4101706,0.0002411265450064093,-0.01195439137518406,0.9898101687431335,28550.0,24.089488983154297
143,498.8726164628193,0.40834101154822855,0.00076,31657,0.0,0.6666590924212337,131080,0.9977452329256385,-0.1578325425596535,0.0,0.08057767186896903,0.0,28780.0,1655451297.0,,,,,
